date,account_number,amount,type,memo,account_currency,account_type,account_name,category_main,category_sub,category_sub2,details,data_source
2016-09-23,ACCOUNT_CURRENT,-5.59,PAYMENT,KAFFEINE LONDON,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-09-23,ACCOUNT_CURRENT,-12.32,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-09-23,ACCOUNT_CURRENT,-107.04,PAYMENT,TKMAXX KILBURN,£,Current Account,Current,Shopping,Clothes,,,synthetic
2016-09-24,ACCOUNT_CURRENT,-103.36,PAYMENT,MORRISONS PETROL,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2016-09-24,ACCOUNT_CURRENT,-8.94,PAYMENT,O'Farrells Butchers,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-09-25,ACCOUNT_CURRENT,-3.66,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-09-25,ACCOUNT_CURRENT,-11.86,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-09-26,ACCOUNT_BARCLAYCARD,-40.96,PAYMENT,MCDONALDS RESTAURANT,£,Credit Card,Barclaycard,Leisure,food/drinks,restaurant,,synthetic
2016-09-26,ACCOUNT_CURRENT,-8.11,PAYMENT,DIAMOND NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-09-26,ACCOUNT_CURRENT,-431.47,TFR,POT OF GOLD TRANSFER,£,Current Account,Current,Savings,Transfer,,,synthetic
2016-09-26,ACCOUNT_CURRENT,-4.75,PAYMENT,STARBUCKS COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-09-26,ACCOUNT_CURRENT,-33.41,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2016-09-26,ACCOUNT_SAVINGS,431.47,TFR,POT OF GOLD CREDIT,£,Savings,Pot of Gold,Savings,Transfer,,,synthetic
2016-09-27,ACCOUNT_CURRENT,-43.14,PAYMENT,DUKE OF YORK,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2016-09-28,ACCOUNT_CURRENT,-15.00,DD,BRITISH RED CROSS,£,Current Account,Current,Bills,Charity,,,synthetic
2016-09-28,ACCOUNT_CURRENT,-5.53,PAYMENT,CAFFE NERO,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-09-28,ACCOUNT_CURRENT,-66.17,TFR,CLEANER_B,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2016-09-28,ACCOUNT_CURRENT,-3.55,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-09-29,ACCOUNT_AMEX,-74.22,PAYMENT,HONEST BURGER,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2016-09-29,ACCOUNT_CURRENT,-34.23,PAYMENT,RIVERFORD ORGANIC,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2016-09-29,ACCOUNT_CURRENT,-7.45,PAYMENT,YOUR LOCAL STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-09-30,ACCOUNT_CURRENT,-9.99,PAYMENT,NISA LOCAL,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-09-30,ACCOUNT_CURRENT,-8.38,PAYMENT,PAYBYPHONE PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2016-09-30,ACCOUNT_SAVINGS,28.13,INT,INTEREST PAID GROSS,£,Savings,Pot of Gold,Savings,Interest,,,synthetic
2016-10-01,ACCOUNT_CURRENT,-1180.00,DD,ACCORD MORTGAGES LTD,£,Current Account,Current,House,Mortgage,,,synthetic
2016-10-01,ACCOUNT_CURRENT,-5.41,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-01,ACCOUNT_CURRENT,-93.36,PAYMENT,MARKS & SPENCER,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2016-10-01,ACCOUNT_CURRENT,-94.64,PAYMENT,NAKED WINES UK,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2016-10-01,ACCOUNT_CURRENT,-73.62,PAYMENT,VITAL INGREDIENT,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2016-10-02,ACCOUNT_CURRENT,-12.26,PAYMENT,O'Farrells Butchers,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-10-02,ACCOUNT_CURRENT,-43.53,DD,ONELIFE FITNESS,£,Current Account,Current,Leisure,sport,gym,,synthetic
2016-10-02,ACCOUNT_CURRENT,-71.55,PAYMENT,SHELL SERVICE STN,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2016-10-02,ACCOUNT_CURRENT,-28.44,PAYMENT,THE SHIP TAVERN,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2016-10-03,ACCOUNT_BARCLAYCARD,-71.81,PAYMENT,ZARA UK,£,Credit Card,Barclaycard,Shopping,Clothes,,,synthetic
2016-10-03,ACCOUNT_CURRENT,-9.23,DD,AMAZON PRIME MEMBER,£,Current Account,Current,Leisure,subscription,amazon,,synthetic
2016-10-03,ACCOUNT_CURRENT,-14.11,PAYMENT,O'Farrells Butchers,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-10-03,ACCOUNT_CURRENT,-9.10,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-03,ACCOUNT_CURRENT,-43.54,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2016-10-04,ACCOUNT_CURRENT,-4.05,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-04,ACCOUNT_CURRENT,-171.26,DD,L B BRENT COUNCIL,£,Current Account,Current,Bills,utilities,council tax,,synthetic
2016-10-05,ACCOUNT_AMEX,155.06,CR,AMERICAN EXPRESS,£,Credit Card,Amex,Shopping,CreditCard,,,synthetic
2016-10-05,ACCOUNT_BARCLAYCARD,174.82,CR,PAYMENT RECEIVED - THANK YOU,£,Credit Card,Barclaycard,Shopping,CreditCard,,,synthetic
2016-10-05,ACCOUNT_CURRENT,-155.06,DD,AMERICAN EXPRESS PAYMENT,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2016-10-05,ACCOUNT_CURRENT,-174.82,DD,CARDHOLDER_NAME_CARDNUMBER,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2016-10-05,ACCOUNT_CURRENT,-65.91,TFR,CLEANER_B,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2016-10-05,ACCOUNT_CURRENT,-247.20,PAYMENT,EUROKEN SUPPLIES,£,Current Account,Current,House,Maintenance,TBC,TBC,synthetic
2016-10-05,ACCOUNT_CURRENT,-12.12,PAYMENT,TEX COLLEGE PARK,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-06,ACCOUNT_CURRENT,-35.31,PAYMENT,RIVERFORD ORGANIC,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2016-10-06,ACCOUNT_CURRENT,-39.62,DD,THAMES WATER,£,Current Account,Current,Bills,utilities,water,,synthetic
2016-10-07,ACCOUNT_CURRENT,5.21,CR,BLUE REWARDS,£,Current Account,Current,Bills,Bank Fees,,,synthetic
2016-10-07,ACCOUNT_CURRENT,-9.91,PAYMENT,GAILS BAKERY,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-10-07,ACCOUNT_CURRENT,-86.28,PAYMENT,KFC LONDON,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2016-10-08,ACCOUNT_CURRENT,-109.40,DD,E.ON ENERGY,£,Current Account,Current,Bills,utilities,gas/elec,,synthetic
2016-10-08,ACCOUNT_CURRENT,-90.53,PAYMENT,TESCO STORES 2384,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2016-10-09,ACCOUNT_CURRENT,-13.81,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2016-10-09,ACCOUNT_CURRENT,-3.42,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-09,ACCOUNT_CURRENT,-22.99,PAYMENT,NATIONAL LOTTERY,£,Current Account,Current,Leisure,entertainment,,,synthetic
2016-10-10,ACCOUNT_CURRENT,-50.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2016-10-10,ACCOUNT_CURRENT,-38.48,PAYMENT,OYSTERCARD TOPUP,£,Current Account,Current,Transport,tube,,,synthetic
2016-10-10,ACCOUNT_CURRENT,-11.55,DD,SPOTIFY UK,£,Current Account,Current,Leisure,subscription,music,,synthetic
2016-10-11,ACCOUNT_CURRENT,-10.41,PAYMENT,BOOTH POLAROID UK 9771,£,Current Account,Current,Missing,,,,synthetic
2016-10-12,ACCOUNT_BARCLAYCARD,-39.56,PAYMENT,PAYPAL *UNKNOWN MRC 4494,£,Credit Card,Barclaycard,Missing,,,,synthetic
2016-10-12,ACCOUNT_CURRENT,-65.63,TFR,CLEANER_B,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2016-10-12,ACCOUNT_CURRENT,-11.87,PAYMENT,EURO SUPERMARKET,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-12,ACCOUNT_CURRENT,-40.50,DD,PLUSNET PLC,£,Current Account,Current,Bills,utilities,broadband,,synthetic
2016-10-12,ACCOUNT_CURRENT,-20.62,PAYMENT,ROYAL OAK PUB,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2016-10-12,ACCOUNT_CURRENT,-62.50,PAYMENT,SHELL SERVICE STN,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2016-10-13,ACCOUNT_CURRENT,-35.81,PAYMENT,RIVERFORD ORGANIC,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2016-10-14,ACCOUNT_CURRENT,-3.96,PAYMENT,BLACK SHEEP COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-14,ACCOUNT_CURRENT,-10.70,PAYMENT,GAILS BAKERY,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-10-15,ACCOUNT_CURRENT,-61.52,PAYMENT,HOMESENSE LONDON,£,Current Account,Current,Shopping,Household,,,synthetic
2016-10-15,ACCOUNT_CURRENT,-24.10,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2016-10-15,ACCOUNT_CURRENT,-24.99,DD,VODAFONE LTD,£,Current Account,Current,Bills,utilities,Mobile Phone,,synthetic
2016-10-15,ACCOUNT_SAINSBURY,-92.67,PAYMENT,SAINSBURY'S S/MKTS,£,Credit Card,Sainsbury,Shopping,Groceries,Supermarket,,synthetic
2016-10-16,ACCOUNT_CURRENT,-10.11,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-17,ACCOUNT_CURRENT,-4.80,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-17,ACCOUNT_CURRENT,-11.67,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2016-10-17,ACCOUNT_CURRENT,-5.61,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-17,ACCOUNT_CURRENT,-11.78,PAYMENT,HARRYS DELI,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-10-17,ACCOUNT_CURRENT,-4.80,PAYMENT,KAFFEINE LONDON,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-17,ACCOUNT_CURRENT,-41.98,PAYMENT,LUL TICKET MACHINE,£,Current Account,Current,Transport,tube,,,synthetic
2016-10-17,ACCOUNT_CURRENT,-15.03,DD,THE ECONOMIST,£,Current Account,Current,Leisure,subscription,newspapers,,synthetic
2016-10-17,ACCOUNT_CURRENT,-15.77,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2016-10-18,ACCOUNT_CURRENT,-9.17,PAYMENT,JUSTPARK.COM,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2016-10-18,ACCOUNT_CURRENT,-238.50,DD,LENDER_NAME_REFERENCE,£,Current Account,Current,Bills,loan,,,synthetic
2016-10-18,ACCOUNT_CURRENT,-7.08,PAYMENT,NISA LOCAL,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-19,ACCOUNT_CURRENT,-61.88,TFR,CLEANER_B,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2016-10-19,ACCOUNT_CURRENT,-94.84,PAYMENT,NAKED WINES UK,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2016-10-19,ACCOUNT_CURRENT,-39.07,PAYMENT,Prince Of Wales,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2016-10-20,ACCOUNT_CURRENT,-5.34,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-20,ACCOUNT_CURRENT,-40.86,PAYMENT,HOMEBASE LTD,£,Current Account,Current,Shopping,Household,DIY,,synthetic
2016-10-20,ACCOUNT_CURRENT,-34.89,PAYMENT,RIVERFORD FARMS,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2016-10-20,ACCOUNT_CURRENT,-14.38,DD,TV LICENSE MTHLY,£,Current Account,Current,Bills,utilities,TV License,,synthetic
2016-10-21,ACCOUNT_CURRENT,-12.42,PAYMENT,FURNESS STORE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-21,ACCOUNT_CURRENT,-151.43,PAYMENT,HOMARY LIGHTING,£,Current Account,Current,House,Maintenance,TBC,lighting,synthetic
2016-10-21,ACCOUNT_CURRENT,-5.76,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2016-10-21,ACCOUNT_CURRENT,-3.67,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-22,ACCOUNT_CURRENT,-6.37,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-22,ACCOUNT_CURRENT,-85.81,PAYMENT,MORRISONS PETROL,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2016-10-22,ACCOUNT_CURRENT,-15.06,PAYMENT,O'Farrells Butchers,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-10-22,ACCOUNT_CURRENT,-10.79,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-23,ACCOUNT_CURRENT,-7.31,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-23,ACCOUNT_CURRENT,-83.22,PAYMENT,TKMAXX KILBURN,£,Current Account,Current,Shopping,Clothes,,,synthetic
2016-10-24,ACCOUNT_CURRENT,-8.68,PAYMENT,APCOA PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2016-10-24,ACCOUNT_CURRENT,-48.03,PAYMENT,TFL TRAVEL CH,£,Current Account,Current,Transport,tube,,,synthetic
2016-10-25,ACCOUNT_CURRENT,-6.95,PAYMENT,CASTLE NEWS LTD,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-25,ACCOUNT_CURRENT,4080.95,FPI,COMPANY_B SALARY,£,Current Account,Current,Income,Salary,,,synthetic
2016-10-25,ACCOUNT_CURRENT,-3.49,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-25,ACCOUNT_CURRENT,-3.87,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-26,ACCOUNT_AMEX,-40.48,PAYMENT,FRANCO MANCA,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2016-10-26,ACCOUNT_CURRENT,-13.38,PAYMENT,BOOTS THE CHEMIST,£,Current Account,Current,Health,General,Medicine,,synthetic
2016-10-26,ACCOUNT_CURRENT,-27.65,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2016-10-26,ACCOUNT_CURRENT,-64.35,TFR,CLEANER_B,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2016-10-26,ACCOUNT_CURRENT,-10.56,PAYMENT,DIAMOND NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-26,ACCOUNT_CURRENT,-424.63,TFR,POT OF GOLD TRANSFER,£,Current Account,Current,Savings,Transfer,,,synthetic
2016-10-26,ACCOUNT_SAVINGS,424.63,TFR,POT OF GOLD CREDIT,£,Savings,Pot of Gold,Savings,Transfer,,,synthetic
2016-10-27,ACCOUNT_CURRENT,-63.27,PAYMENT,HOMESENSE LONDON,£,Current Account,Current,Shopping,Household,,,synthetic
2016-10-27,ACCOUNT_CURRENT,-9.82,PAYMENT,O'Farrells Butchers,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-10-27,ACCOUNT_CURRENT,-9.02,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2016-10-27,ACCOUNT_CURRENT,-34.73,PAYMENT,RIVERFORD FARMS,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2016-10-28,ACCOUNT_CURRENT,-15.00,DD,BRITISH RED CROSS,£,Current Account,Current,Bills,Charity,,,synthetic
2016-10-28,ACCOUNT_CURRENT,-11.26,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-28,ACCOUNT_CURRENT,-65.93,PAYMENT,TESCO PAY AT PUMP,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2016-10-29,ACCOUNT_CURRENT,-29.53,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2016-10-29,ACCOUNT_CURRENT,-30.55,PAYMENT,ROSE AND CROWN,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2016-10-29,ACCOUNT_CURRENT,-7.34,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-29,ACCOUNT_CURRENT,-31.14,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2016-10-29,ACCOUNT_CURRENT,-75.90,PAYMENT,WAITROSE 0123,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2016-10-30,ACCOUNT_CURRENT,-25.80,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2016-10-30,ACCOUNT_CURRENT,-3.70,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-10-30,ACCOUNT_CURRENT,-12.69,PAYMENT,NISA LOCAL,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-10-31,ACCOUNT_CURRENT,-45.20,PAYMENT,LUL TICKET MACHINE,£,Current Account,Current,Transport,tube,,,synthetic
2016-10-31,ACCOUNT_CURRENT,-28.12,PAYMENT,STARS POKER,£,Current Account,Current,Leisure,entertainment,,,synthetic
2016-10-31,ACCOUNT_SAVINGS,26.76,INT,INTEREST PAID GROSS,£,Savings,Pot of Gold,Savings,Interest,,,synthetic
2016-11-01,ACCOUNT_CURRENT,-1180.00,DD,ACCORD MORTGAGES LTD,£,Current Account,Current,House,Mortgage,,,synthetic
2016-11-01,ACCOUNT_CURRENT,-5.42,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2016-11-01,ACCOUNT_CURRENT,-7.96,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-11-02,ACCOUNT_CURRENT,-63.85,TFR,CLEANER_B,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2016-11-02,ACCOUNT_CURRENT,-5.97,PAYMENT,COSTA COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-11-02,ACCOUNT_CURRENT,-43.54,DD,EASY GYM,£,Current Account,Current,Leisure,sport,gym,,synthetic
2016-11-02,ACCOUNT_CURRENT,-10.07,PAYMENT,TEX COLLEGE PARK,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-11-02,ACCOUNT_CURRENT,-23.25,PAYMENT,VERIFONE TAXI,£,Current Account,Current,Transport,taxi,,,synthetic
2016-11-03,ACCOUNT_CURRENT,-9.25,DD,AMAZON PRIME MEMBER,£,Current Account,Current,Leisure,subscription,amazon,,synthetic
2016-11-03,ACCOUNT_CURRENT,-35.59,PAYMENT,RIVERFORD FARMS,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2016-11-03,ACCOUNT_CURRENT,-7.97,PAYMENT,SUPERSAVE LONDON,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-11-04,ACCOUNT_CURRENT,-171.79,DD,L B BRENT COUNCIL,£,Current Account,Current,Bills,utilities,council tax,,synthetic
2016-11-04,ACCOUNT_CURRENT,-81.85,PAYMENT,NAKED WINES UK,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2016-11-05,ACCOUNT_AMEX,40.48,CR,AMERICAN EXPRESS,£,Credit Card,Amex,Shopping,CreditCard,,,synthetic
2016-11-05,ACCOUNT_BARCLAYCARD,111.37,CR,PAYMENT RECEIVED - THANK YOU,£,Credit Card,Barclaycard,Shopping,CreditCard,,,synthetic
2016-11-05,ACCOUNT_CURRENT,-40.48,DD,AMERICAN EXPRESS PAYMENT,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2016-11-05,ACCOUNT_CURRENT,-111.37,DD,CARDHOLDER_NAME_CARDNUMBER,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2016-11-05,ACCOUNT_CURRENT,-92.67,DD,SAINSBURYS BANK PL,£,Current Account,Current,Shopping,CreditCard,,,synthetic
2016-11-05,ACCOUNT_CURRENT,-18.00,PAYMENT,VERIFONE TAXI,£,Current Account,Current,Transport,taxi,,,synthetic
2016-11-05,ACCOUNT_SAINSBURY,92.67,CR,"DIRECT DEBIT RECEIVED, THANK YOU",£,Credit Card,Sainsbury,Shopping,CreditCard,,,synthetic
2016-11-05,ACCOUNT_SAINSBURY,-98.58,PAYMENT,SAINSBURY'S S/MKTS,£,Credit Card,Sainsbury,Shopping,Groceries,Supermarket,,synthetic
2016-11-06,ACCOUNT_CURRENT,-6.14,PAYMENT,STARBUCKS COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-11-06,ACCOUNT_CURRENT,-39.82,DD,THAMES WATER,£,Current Account,Current,Bills,utilities,water,,synthetic
2016-11-07,ACCOUNT_CURRENT,5.48,CR,BLUE REWARDS,£,Current Account,Current,Bills,Bank Fees,,,synthetic
2016-11-07,ACCOUNT_CURRENT,-36.07,PAYMENT,LUL TICKET MACHINE,£,Current Account,Current,Transport,tube,,,synthetic
2016-11-08,ACCOUNT_CURRENT,-100.00,CASH,CASH WITHDRAWAL ATM,£,Current Account,Current,Withdrawal,,,,synthetic
2016-11-08,ACCOUNT_CURRENT,-168.28,DD,E.ON ENERGY,£,Current Account,Current,Bills,utilities,gas/elec,,synthetic
2016-11-08,ACCOUNT_CURRENT,-9.38,PAYMENT,GAILS BAKERY,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-11-09,ACCOUNT_AMEX,-62.84,PAYMENT,TORTILLA EUSTON,£,Credit Card,Amex,Leisure,food/drinks,restaurant,,synthetic
2016-11-09,ACCOUNT_CURRENT,-61.17,TFR,CLEANER_B,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2016-11-09,ACCOUNT_CURRENT,-65.59,PAYMENT,SHELL SERVICE STN,£,Current Account,Current,Transport,Automotive,Petrol,,synthetic
2016-11-10,ACCOUNT_CURRENT,-4.92,PAYMENT,BLACK SHEEP COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-11-10,ACCOUNT_CURRENT,-6.46,PAYMENT,BLACK SHEEP COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-11-10,ACCOUNT_CURRENT,-14.73,PAYMENT,O'Farrells Butchers,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-11-10,ACCOUNT_CURRENT,-35.14,PAYMENT,RIVERFORD ORGANIC,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
2016-11-10,ACCOUNT_CURRENT,-11.62,DD,SPOTIFY UK,£,Current Account,Current,Leisure,subscription,music,,synthetic
2016-11-11,ACCOUNT_CURRENT,-3.54,PAYMENT,GREGGS PLC,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-11-11,ACCOUNT_CURRENT,-11.26,PAYMENT,SAVERS HEALTH & BE,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-11-11,ACCOUNT_CURRENT,-24.99,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2016-11-12,ACCOUNT_CURRENT,-19.75,PAYMENT,CAMDEN HEAD,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2016-11-12,ACCOUNT_CURRENT,-11.83,PAYMENT,GOODGE STREET NEWS,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-11-12,ACCOUNT_CURRENT,-41.18,DD,PLUSNET PLC,£,Current Account,Current,Bills,utilities,broadband,,synthetic
2016-11-12,ACCOUNT_CURRENT,-89.53,PAYMENT,SAINSBURYS TO YOU,£,Current Account,Current,Shopping,Groceries,Supermarket,,synthetic
2016-11-14,ACCOUNT_CURRENT,-24.49,PAYMENT,CABVISION NETWORK,£,Current Account,Current,Transport,taxi,,,synthetic
2016-11-14,ACCOUNT_CURRENT,-12.77,PAYMENT,EURO SUPERMARKET,£,Current Account,Current,Shopping,Groceries,Corner Shop,,synthetic
2016-11-14,ACCOUNT_CURRENT,-11.59,PAYMENT,IRISH MEAT MARKET LTD,£,Current Account,Current,Shopping,Groceries,,,synthetic
2016-11-14,ACCOUNT_CURRENT,-36.11,PAYMENT,LUL TICKET MACHINE,£,Current Account,Current,Transport,tube,,,synthetic
2016-11-14,ACCOUNT_CURRENT,-21.13,PAYMENT,THE WOODMAN PUB,£,Current Account,Current,Leisure,food/drinks,pub,,synthetic
2016-11-15,ACCOUNT_CURRENT,-25.93,DD,O2 UK LTD,£,Current Account,Current,Bills,utilities,Mobile Phone,,synthetic
2016-11-15,ACCOUNT_CURRENT,-8.80,PAYMENT,PAYBYPHONE PARKING,£,Current Account,Current,Transport,Automotive,parking & fees,,synthetic
2016-11-15,ACCOUNT_CURRENT,-29.61,PAYMENT,UBER   TRIP HELP.UBER.COM,£,Current Account,Current,Transport,taxi,,,synthetic
2016-11-16,ACCOUNT_CURRENT,-62.33,TFR,CLEANER_B,£,Current Account,Current,Bills,Household,cleaner,,synthetic
2016-11-16,ACCOUNT_CURRENT,-78.11,PAYMENT,JAZZ WINE MART,£,Current Account,Current,Shopping,Groceries,wine,,synthetic
2016-11-16,ACCOUNT_CURRENT,-5.62,PAYMENT,PRET A MANGER,£,Current Account,Current,Leisure,food/drinks,restaurant,,synthetic
2016-11-17,ACCOUNT_CURRENT,-5.80,PAYMENT,BLANK STREET COFFEE,£,Current Account,Current,Leisure,food/drinks,café,,synthetic
2016-11-17,ACCOUNT_CURRENT,-34.98,PAYMENT,RIVERFORD FARMS,£,Current Account,Current,Shopping,Groceries,veg box,,synthetic
